Gene,Mean_Cancer,Mean_Normal,Log2FC,T_Statistic,P_Value,Adjusted_P_Value,Significant,Regulation,Gene Symbol,Gene Title,Display_Name
207808_s_at,9.543768488042552,11.34380216875,-1.8000336807074486,-16.490144852761503,1.084240348599638e-31,3.819053791079249e-30,True,Downregulated,PROS1,protein S (alpha),PROS1
218950_at,6.74742724818085,8.54572804586,-1.7983007976791505,-20.944680259686525,2.478962687427767e-50,5.128211042538072e-48,True,Downregulated,ARAP3,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3",ARAP3
235885_at,5.33556976119149,7.133069747440001,-1.7974999862485115,-8.972840042974747,1.1174519609680133e-15,9.631934482792558e-15,True,Downregulated,P2RY12,"purinergic receptor P2Y, G-protein coupled, 12",P2RY12
216191_s_at,4.519711329904255,6.316654970329999,-1.7969436404257442,-7.953932217277045,2.0862664870420817e-13,1.4312746080618035e-12,True,Downregulated,TRDV3,T cell receptor delta variable 3,TRDV3
206855_s_at,8.920819159308511,10.71710688316,-1.7962877238514885,-21.79054724444557,9.409584568125607e-54,3.0125233070309757e-51,True,Downregulated,HYAL2,hyaluronoglucosaminidase 2,HYAL2
200986_at,10.81439776137234,12.6094362114,-1.7950384500276595,-16.937728883362144,5.1670508027605595e-33,2.054064999832073e-31,True,Downregulated,SERPING1,"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1",SERPING1
202291_s_at,12.184544565606384,13.978133234,-1.7935886683936157,-12.45490277144103,1.5880090586342603e-22,2.5210346879487107e-21,True,Downregulated,MGP,matrix Gla protein,MGP
213364_s_at,8.980835109968085,10.774194709919998,-1.7933595999519127,-19.132373995103304,1.0476283842782044e-42,1.0055982045007746e-40,True,Downregulated,SNX1,sorting nexin 1,SNX1
208937_s_at,10.505512226638297,12.296738549510001,-1.7912263228717045,-12.09262802890842,4.444384387781819e-23,7.4237782199140655e-22,True,Downregulated,ID1,"inhibitor of DNA binding 1, dominant negative helix-loop-helix protein",ID1
205765_at,5.19617360738298,6.98662355323,-1.79044994584702,-7.496426939894472,6.088136798310258e-12,3.6079388038113215e-11,True,Downregulated,CYP3A5,"cytochrome P450, family 3, subfamily A, polypeptide 5",CYP3A5
209496_at,10.399775629319148,12.185931022299997,-1.7861553929808487,-12.110407916441034,2.108138526443676e-22,3.3154485024356595e-21,True,Downregulated,RARRES2,retinoic acid receptor responder (tazarotene induced) 2,RARRES2
239108_at,5.151389399276596,6.937345752649999,-1.785956353373403,-11.23666169712555,5.450373105048938e-21,7.582870352513248e-20,True,Downregulated,FAR2,fatty acyl CoA reductase 2,FAR2
219165_at,8.075837720425534,9.86073149445,-1.7848937740244661,-17.27655970820798,7.258415671755735e-41,5.978578029418897e-39,True,Downregulated,PDLIM2,PDZ and LIM domain 2 (mystique),PDLIM2
205880_at,6.559312038531914,8.34367888012,-1.7843668415880867,-11.335780772569771,5.155309953040876e-21,7.179790293481527e-20,True,Downregulated,PRKD1,protein kinase D1,PRKD1
229687_s_at,4.970715750468085,6.7534674816999996,-1.7827517312319143,-12.799659058641591,2.80894017385202e-25,5.662730741784286e-24,True,Downregulated,PRDM11,PR domain containing 11,PRDM11
1552553_a_at,3.8488542009787223,5.631499794609999,-1.7826455936312766,-14.275695601925896,6.057313701411468e-32,2.1836372301884533e-30,True,Downregulated,NLRC4,"NLR family, CARD domain containing 4",NLRC4
228310_at,6.4568196404255325,8.23781246919,-1.780992828764468,-13.521763699717043,5.665370779179816e-27,1.3248592727346332e-25,True,Downregulated,ENAH,enabled homolog (Drosophila),ENAH
232068_s_at,6.075449477946808,7.854806705310001,-1.7793572273631924,-11.846110592739128,1.2434982633159013e-22,1.9959056278934367e-21,True,Downregulated,TLR4,toll-like receptor 4,TLR4
212224_at,10.136198741574468,11.9140558068,-1.7778570652255326,-11.669273426144775,2.3976600774057125e-21,3.432540455771724e-20,True,Downregulated,ALDH1A1,"aldehyde dehydrogenase 1 family, member A1",ALDH1A1
209098_s_at,5.111825990638298,6.887609449900001,-1.775783459261703,-11.463138262221568,2.067759252136345e-22,3.2547995064502615e-21,True,Downregulated,JAG1,jagged 1,JAG1
235606_at,4.4084050209893615,6.18294656965,-1.7745415486606388,-16.26384632559289,4.672906316461363e-37,2.768027964065979e-35,True,Downregulated,LINC00883,long intergenic non-protein coding RNA 883,LINC00883
224355_s_at,3.6143315880531914,5.38797294363,-1.773641355576809,-5.432406134769149,1.7518421135954033e-07,6.535204599933581e-07,True,Downregulated,MS4A8,"membrane-spanning 4-domains, subfamily A, member 8",MS4A8
1567628_at,9.503643518499997,11.2771470486,-1.7735035301000028,-8.995291932615242,6.918791878683074e-16,6.084600065187178e-15,True,Downregulated,CD74,"CD74 molecule, major histocompatibility complex, class II invariant chain",CD74
205259_at,7.005680448468086,8.777856113050001,-1.7721756645819156,-12.163684416900248,4.106157449176395e-22,6.299309314358288e-21,True,Downregulated,NR3C2,"nuclear receptor subfamily 3, group C, member 2",NR3C2
229070_at,6.535663870170211,8.30741451914,-1.771750648969789,-8.908463241956296,7.764205028371278e-16,6.795858936631043e-15,True,Downregulated,ADTRP,androgen-dependent TFPI-regulating protein,ADTRP
221276_s_at,6.328398191265957,8.09933420148,-1.7709360102140428,-15.647536040256051,1.9291015599920583e-31,6.659734050432147e-30,True,Downregulated,SYNC,"syncoilin, intermediate filament protein",SYNC
229504_at,6.76320203776596,8.53375713642,-1.7705550986540404,-17.836252937015246,4.057879321298252e-38,2.6878952854106868e-36,True,Downregulated,RAB23,"RAB23, member RAS oncogene family",RAB23
224210_s_at,4.976569465595745,6.7460538872699995,-1.769484421674255,-11.915377455749885,3.8360652043877554e-23,6.439656775380768e-22,True,Downregulated,PXMP4,"peroxisomal membrane protein 4, 24kDa",PXMP4
209183_s_at,9.42310123212766,11.18997611456,-1.7668748824323401,-12.61489322310937,1.2682435822241838e-26,2.8794322209164184e-25,True,Downregulated,C10orf10,chromosome 10 open reading frame 10,C10orf10
204457_s_at,8.865038092212766,10.631824330929998,-1.7667862387172324,-9.076858969708288,1.4362281720745738e-15,1.2263687642991431e-14,True,Downregulated,GAS1,growth arrest-specific 1,GAS1
229544_at,5.104227144382979,6.869575779600001,-1.7653486352170216,-13.154195124596452,1.2559783955378682e-25,2.6183741853643325e-24,True,Downregulated,RP11-391M1.4,,RP11-391M1.4
211555_s_at,6.243419111574469,8.00749648254,-1.7640773709655315,-13.265187626857497,7.174618585618382e-26,1.524670230130661e-24,True,Downregulated,GUCY1B3,"guanylate cyclase 1, soluble, beta 3",GUCY1B3
209505_at,9.296536018904257,11.05626228346,-1.7597262645557432,-14.479896909571977,8.261515157417739e-29,2.2671115013105636e-27,True,Downregulated,NR2F1,"nuclear receptor subfamily 2, group F, member 1",NR2F1
1557167_at,4.3258497002553185,6.0840256914,-1.7581759911446815,-11.80264303822657,1.6618659047339453e-24,3.1264469937747456e-23,True,Downregulated,HCG11,HLA complex group 11 (non-protein coding),HCG11
203063_at,6.8474771316595735,8.60367253164,-1.7561953999804256,-21.16182092201704,1.0402917776410878e-50,2.2115863064112074e-48,True,Downregulated,PPM1F,"protein phosphatase, Mg2+/Mn2+ dependent, 1F",PPM1F
229537_at,2.8764213075744682,4.6314489966600005,-1.7550276890855323,-14.803337551891184,3.363100956048023e-33,1.3590364239068293e-31,True,Downregulated,LMO4,LIM domain only 4,LMO4
210033_s_at,4.227915672085106,5.98220427054,-1.7542885984548935,-5.601464223869396,7.866328799856279e-08,3.0489180718387965e-07,True,Downregulated,SPAG6,sperm associated antigen 6,SPAG6
223737_x_at,3.078104765797872,4.82918176887,-1.7510770030721279,-5.918711489233848,1.695300224093767e-08,7.066838553290501e-08,True,Downregulated,CHST9,carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9,CHST9
209550_at,8.024610892872339,9.77127879365,-1.7466679007776609,-13.139056432740114,6.124047158632775e-24,1.0975941368684518e-22,True,Downregulated,NDN,"necdin, melanoma antigen (MAGE) family member",NDN
205611_at,5.493252358404255,7.238476823119998,-1.7452244647157436,-18.602931900869063,1.8041414718997122e-40,1.422838023571817e-38,True,Downregulated,TNFSF12,"tumor necrosis factor (ligand) superfamily, member 12 /// TNFSF12-TNFSF13 readthrough",TNFSF12
215506_s_at,4.23976311838298,5.98368323123,-1.7439201128470199,-6.996182000680073,1.151026007761408e-10,5.987918063009488e-10,True,Downregulated,DIRAS3,"DIRAS family, GTP-binding RAS-like 3",DIRAS3
205150_s_at,5.057140381585106,6.80078425156,-1.7436438699748935,-8.263051847343162,9.861743189644443e-14,6.991218125717886e-13,True,Downregulated,TRIL,TLR4 interactor with leucine-rich repeats,TRIL
1554997_a_at,6.5655764399574466,8.30907184166,-1.7434954017025532,-5.357075551309661,3.3617822795270265e-07,1.2171299251927885e-06,True,Downregulated,PTGS2,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),PTGS2
204964_s_at,5.189153779404256,6.93169031559,-1.7425365361857441,-10.625059682791504,2.963074514547897e-20,3.871069367002021e-19,True,Downregulated,SSPN,sarcospan,SSPN
225531_at,5.784773697734042,7.526743134579998,-1.7419694368459568,-16.624275726998693,7.170994617815437e-38,4.624689646448694e-36,True,Downregulated,CABLES1,Cdk5 and Abl enzyme substrate 1,CABLES1
239216_at,3.0563281659042554,4.797264482570001,-1.7409363166657457,-6.863646784051019,1.2999251273474882e-10,6.728038192793688e-10,True,Downregulated,TEKT1,tektin 1,TEKT1
204236_at,8.383361201106384,10.121983770850001,-1.738622569743617,-16.791057734375137,2.9886603072325466e-34,1.3329028464743762e-32,True,Downregulated,FLI1,"Fli-1 proto-oncogene, ETS transcription factor",FLI1
203799_at,10.68198736174468,12.419773724499999,-1.737786362755319,-18.534961429450536,2.8447081344480907e-36,1.5483123762052636e-34,True,Downregulated,CD302,CD302 molecule /// lymphocyte antigen 75 /// LY75-CD302 readthrough,CD302
207569_at,4.980114755702128,6.717395001489999,-1.737280245787871,-9.09378646778712,1.1730302156767691e-15,1.0094816508862512e-14,True,Downregulated,ROS1,"ROS proto-oncogene 1 , receptor tyrosine kinase",ROS1
201615_x_at,7.893425318702127,9.62811505956,-1.734689740857874,-11.415215864498967,1.4087692030232147e-22,2.2470955027819287e-21,True,Downregulated,CALD1,caldesmon 1,CALD1
213592_at,4.8210912693723404,6.5553905395499985,-1.734299270177658,-9.725149776159961,1.990350702827734e-18,2.2059139275147847e-17,True,Downregulated,APLNR,apelin receptor,APLNR
1557371_a_at,4.0418426283510644,5.775758409619999,-1.7339157812689345,-18.825868788436328,2.7747994421503745e-45,3.596273802301206e-43,True,Downregulated,LINC00961,long intergenic non-protein coding RNA 961,LINC00961
220324_at,2.339403260797873,4.07290427517,-1.733501014372127,-17.357373666443323,4.5259771857826636e-33,1.8099197688810881e-31,True,Downregulated,LINC00472,long intergenic non-protein coding RNA 472,LINC00472
204688_at,9.061537521531916,10.794000889620003,-1.7324633680880872,-12.851477720851003,5.7548425750109745e-24,1.0352172666874257e-22,True,Downregulated,SGCE,"sarcoglycan, epsilon",SGCE
221011_s_at,9.370600081042552,11.101821854850002,-1.7312217738074498,-15.15016318287901,1.08826714479077e-33,4.580088939727415e-32,True,Downregulated,LBH,limb bud and heart development,LBH
214433_s_at,10.066001998117022,11.796188479249999,-1.7301864811329768,-11.05784490316923,1.5377335269430412e-19,1.8831081279808092e-18,True,Downregulated,SELENBP1,selenium binding protein 1,SELENBP1
228042_at,5.923894761340424,7.653427687270002,-1.7295329259295773,-17.627774203782714,2.5635575887086393e-36,1.4041090475181557e-34,True,Downregulated,ADPRH,ADP-ribosylarginine hydrolase,ADPRH
201289_at,11.681258025329788,13.410538393499998,-1.72928036817021,-12.075309324168803,1.4637165618534504e-24,2.764306846764385e-23,True,Downregulated,CYR61,"cysteine-rich, angiogenic inducer, 61",CYR61
225144_at,9.829206689361703,11.557765663499998,-1.728558974138295,-21.87323547055995,1.0648503186138254e-53,3.349359019705451e-51,True,Downregulated,BMPR2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",BMPR2
236657_at,3.792259168361702,5.5194488244,-1.7271896560382984,-15.496191133645407,5.439336443017561e-35,2.607487967238347e-33,True,Downregulated,LOC100288911,uncharacterized LOC100288911,LOC100288911
202409_at,5.9223082069680855,7.64914792371,-1.7268397167419147,-6.373412922252789,2.1647896123217194e-09,9.859884332994835e-09,True,Downregulated,IGF2,insulin-like growth factor 2 (somatomedin A) /// INS-IGF2 readthrough,IGF2
213094_at,7.714279085819149,9.439044715289999,-1.7247656294708502,-10.672370935192289,2.9933902828909714e-19,3.568317592100483e-18,True,Downregulated,GPR126,G protein-coupled receptor 126,GPR126
231851_at,5.878959822755319,7.602866475560002,-1.7239066528046827,-14.704388618609205,3.920041984715416e-31,1.3136659077252546e-29,True,Downregulated,RAVER2,"ribonucleoprotein, PTB-binding 2",RAVER2
212951_at,10.180586208936171,11.9030324115,-1.7224462025638285,-10.294004307442775,1.6367358655678807e-17,1.6632056539851508e-16,True,Downregulated,GPR116,G protein-coupled receptor 116,GPR116
1556069_s_at,3.1129933223191495,4.83514875377,-1.722155431450851,-10.34311462648935,3.379798419424227e-20,4.388842051838519e-19,True,Downregulated,HIF3A,"hypoxia inducible factor 3, alpha subunit",HIF3A
212741_at,10.048920606265957,11.77082516324,-1.7219045569740423,-11.32383672942079,2.676761398357161e-20,3.510703399435698e-19,True,Downregulated,MAOA,monoamine oxidase A,MAOA
202947_s_at,8.386386724989363,10.10804722584,-1.7216605008506374,-13.633659640929036,1.5663726179460613e-29,4.581235325114022e-28,True,Downregulated,GYPC,glycophorin C (Gerbich blood group),GYPC
226186_at,5.3050466045212765,7.02627936774,-1.7212327632187234,-16.44768624889524,1.3544586360638105e-35,6.898760624936375e-34,True,Downregulated,TMOD2,tropomodulin 2 (neuronal),TMOD2
203910_at,10.125078651574468,11.8423055705,-1.7172269189255331,-16.68002659458354,2.3369397182184326e-35,1.1542207500835317e-33,True,Downregulated,ARHGAP29,Rho GTPase activating protein 29,ARHGAP29
205312_at,5.528088424925531,7.24464674457,-1.7165583196444691,-11.948653414584246,7.238557317221716e-25,1.399471760834246e-23,True,Downregulated,SPI1,Spi-1 proto-oncogene,SPI1
226402_at,6.871442208308512,8.58772172205,-1.7162795137414886,-16.54981793230167,5.2194072680005236e-34,2.265787242265344e-32,True,Downregulated,CYP2U1,"cytochrome P450, family 2, subfamily U, polypeptide 1",CYP2U1
208056_s_at,3.670136962436171,5.385729157029999,-1.7155921945938282,-15.938304933632436,2.8469879523798122e-36,1.5483123762052636e-34,True,Downregulated,CBFA2T3,"core-binding factor, runt domain, alpha subunit 2; translocated to, 3",CBFA2T3
1555724_s_at,10.641923493500002,12.355940933000001,-1.7140174394999992,-9.982675743713958,1.465362379829562e-17,1.4978331615642878e-16,True,Downregulated,TAGLN,transgelin,TAGLN
211966_at,7.511653211319148,9.22564194157,-1.7139887302508523,-10.280680215846383,1.7554597288132455e-19,2.1419953941458537e-18,True,Downregulated,COL4A2,"collagen, type IV, alpha 2",COL4A2
225776_at,7.302533037702129,9.015353647620001,-1.7128206099178724,-17.48106354311258,1.4164042261650652e-38,9.779552979270115e-37,True,Downregulated,RBMS2,"RNA binding motif, single stranded interacting protein 2",RBMS2
222317_at,5.776449224255319,7.484625060240001,-1.7081758359846821,-13.473569988453697,1.9734231728028938e-26,4.3933170021679e-25,True,Downregulated,PDE3B,"phosphodiesterase 3B, cGMP-inhibited",PDE3B
227326_at,6.9078845714361705,8.61429469841,-1.7064101269738288,-15.108406579073648,9.306751283568917e-32,3.295410958117431e-30,True,Downregulated,MXRA7,matrix-remodelling associated 7,MXRA7
52975_at,3.561546978425532,5.2670891930999995,-1.7055422146744674,-17.687498008614938,2.4076417946243867e-41,2.0490098348997986e-39,True,Downregulated,MVB12B,multivesicular body subunit 12B,MVB12B
219250_s_at,9.359934661872341,11.063860137799997,-1.7039254759276563,-10.406700963341263,2.290158820459213e-18,2.5257019134143784e-17,True,Downregulated,FLRT3,fibronectin leucine rich transmembrane protein 3,FLRT3
236396_at,2.8502610670531916,4.553599896980001,-1.703338829926809,-15.314359864799687,4.435385060253819e-35,2.14148672217964e-33,True,Downregulated,LOC101927263,uncharacterized LOC101927263,LOC101927263
232235_at,5.591779926755319,7.291913877780001,-1.7001339510246813,-11.436894208440606,4.259221306012599e-21,5.965793676176919e-20,True,Downregulated,DSEL,dermatan sulfate epimerase-like,DSEL
211562_s_at,4.192069038372342,5.89127852351,-1.6992094851376578,-16.664359684093583,2.1935573549835552e-38,1.4972420798876332e-36,True,Downregulated,LMOD1,leiomodin 1 (smooth muscle),LMOD1
226112_at,8.504018690095744,10.20254300035,-1.698524310254255,-17.69871221107797,4.7510236107409874e-36,2.5401446911263894e-34,True,Downregulated,SGCB,"sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)",SGCB
236201_at,5.010055044329787,6.70822050823,-1.6981654639002128,-10.74204931993653,5.650694411003844e-20,7.191865820876781e-19,True,Downregulated,SPTLC3,"serine palmitoyltransferase, long chain base subunit 3",SPTLC3
240214_at,4.404977661,6.102918070419999,-1.6979404094199984,-16.64984626849457,4.259448191571766e-37,2.528683006974382e-35,True,Downregulated,RWDD1,RWD domain containing 1,RWDD1
205003_at,9.514951603297874,11.212346043100002,-1.6973944398021281,-19.69375241253775,8.234454071429295e-42,7.242493193233325e-40,True,Downregulated,DOCK4,dedicator of cytokinesis 4,DOCK4
206157_at,5.449230116351065,7.146616570160001,-1.697386453808936,-7.473833925726044,3.3243040573443494e-12,2.02103558300354e-11,True,Downregulated,PTX3,"pentraxin 3, long",PTX3
205043_at,5.664852147787235,7.362204585049999,-1.6973524372627642,-8.207015106653058,1.4369134272967136e-13,1.0033211164556801e-12,True,Downregulated,CFTR,"cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)",CFTR
222033_s_at,7.401144916117023,9.09474808351,-1.6936031673929772,-16.835312932910817,3.0480142158024045e-38,2.0441457931564604e-36,True,Downregulated,FLT1,fms-related tyrosine kinase 1,FLT1
204438_at,10.962168123127661,12.65557969546,-1.693411572332339,-11.557058061805026,2.684097886709759e-22,4.196711887632881e-21,True,Downregulated,MRC1,"mannose receptor, C type 1",MRC1
219368_at,4.893220314968086,6.585536730589999,-1.6923164156219137,-10.961665938989238,1.928292127721448e-19,2.3433149656942115e-18,True,Downregulated,NAP1L2,nucleosome assembly protein 1-like 2,NAP1L2
224352_s_at,8.646186602053193,10.337383840509998,-1.6911972384568053,-20.182059895676215,1.1038506686606055e-42,1.0483817159983186e-40,True,Downregulated,CFL2,cofilin 2 (muscle),CFL2
232049_at,3.179654362031914,4.8688602157,-1.6892058536680858,-18.037574674647324,5.416388445407034e-43,5.375016031820345e-41,True,Downregulated,SNX2,sorting nexin 2,SNX2
213010_at,7.427616661085109,9.115144867869999,-1.68752820678489,-13.563218549922919,1.0443726826828569e-25,2.1908201681271505e-24,True,Downregulated,PRKCDBP,"protein kinase C, delta binding protein",PRKCDBP
235279_at,5.903230858755318,7.5906906772800005,-1.6874598185246823,-19.80340791176927,1.2330207498070466e-43,1.3080720719747894e-41,True,Downregulated,PARVA,"parvin, alpha",PARVA
208741_at,7.195592946904254,8.88289681199,-1.6873038650857453,-17.67828512160155,4.6238161724388785e-37,2.7419688715633685e-35,True,Downregulated,SAP18,"Sin3A-associated protein, 18kDa",SAP18
209651_at,8.039683018744679,9.726638393999998,-1.6869553752553195,-12.5688636951958,2.0149482975134516e-24,3.755232471588999e-23,True,Downregulated,TGFB1I1,transforming growth factor beta 1 induced transcript 1,TGFB1I1
229816_at,4.56684707593617,6.25350103267,-1.6866539567338297,-7.071485497795267,2.8597466794739617e-11,1.5837555076419534e-10,True,Downregulated,WDR78,WD repeat domain 78,WDR78
219568_x_at,2.3391713960000002,4.02571423081,-1.68654283481,-11.2275198863295,1.540153434555424e-19,1.8852683803140202e-18,True,Downregulated,SOX18,SRY (sex determining region Y)-box 18,SOX18
201432_at,11.191575693138299,12.8766811064,-1.6851054132617005,-24.663582888628493,8.77783115453794e-56,3.7175151691179343e-53,True,Downregulated,CAT,catalase,CAT
207442_at,2.5701392397553193,4.25519106973,-1.685051829974681,-6.594638937586714,9.884172921419037e-10,4.678195395560052e-09,True,Downregulated,CSF3,colony stimulating factor 3 (granulocyte),CSF3
232378_at,2.9565879040851057,4.64106208837,-1.6844741842848943,-10.625787353661732,1.616099247119026e-19,1.9759834986484183e-18,True,Downregulated,SLC5A9,"solute carrier family 5 (sodium/sugar cotransporter), member 9",SLC5A9
205158_at,8.354919035074467,10.03899119574,-1.684072160665533,-12.898961771981355,2.0969519002708977e-25,4.290097181740985e-24,True,Downregulated,RNASE4,"ribonuclease, RNase A family, 4",RNASE4
209210_s_at,10.485983047319149,12.169506820000002,-1.6835237726808536,-22.703602950393172,4.308839649519966e-51,9.656468724545037e-49,True,Downregulated,FERMT2,fermitin family member 2,FERMT2
226718_at,4.2536555130425535,5.93707439145,-1.6834188784074469,-16.303739955081916,5.036354213431684e-38,3.303479850288251e-36,True,Downregulated,AMIGO1,adhesion molecule with Ig-like domain 1,AMIGO1
231734_at,3.3240145692765948,5.007375382790001,-1.6833608135134064,-13.534598436465766,3.379768250704107e-29,9.587775059724215e-28,True,Downregulated,RBP2,"retinol binding protein 2, cellular",RBP2
203881_s_at,7.546769655159575,9.229938204659998,-1.6831685495004232,-11.88549090215369,2.7667613072562556e-21,3.9389365715215715e-20,True,Downregulated,DMD,dystrophin,DMD
223492_s_at,8.274176913329788,9.955621853890001,-1.6814449405602137,-23.328160009456102,1.5244919384899562e-54,5.394494960764525e-52,True,Downregulated,LRRFIP1,leucine rich repeat (in FLII) interacting protein 1,LRRFIP1
208961_s_at,10.324893683414894,12.0043386515,-1.6794449680851056,-15.99454497330819,4.430620541708322e-36,2.3806728916715663e-34,True,Downregulated,KLF6,Kruppel-like factor 6,KLF6
207857_at,5.735690593468084,7.41396760056,-1.678277007091916,-10.858709557393242,1.6327066237987314e-20,2.1844964792944916e-19,True,Downregulated,LILRA2,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2",LILRA2
204437_s_at,10.622517737904253,12.3004645407,-1.6779468027957467,-7.736910134281227,7.82164213795207e-12,4.582233351834115e-11,True,Downregulated,FOLR1,folate receptor 1 (adult),FOLR1
230690_at,2.290155074010638,3.9677527651399997,-1.6775976911293617,-10.055225256668457,2.5509312051863038e-17,2.5464808055336034e-16,True,Downregulated,TUBB1,"tubulin, beta 1 class VI",TUBB1
210222_s_at,3.8483361411382977,5.52353634891,-1.6752002077717019,-14.017919087722078,5.372027379831092e-30,1.634275252554271e-28,True,Downregulated,RTN1,reticulon 1,RTN1
200808_s_at,9.004256622744682,10.67854916817,-1.6742925454253186,-15.676068947159441,8.032701716979746e-36,4.18650091617706e-34,True,Downregulated,ZYX,zyxin,ZYX
32811_at,6.933058246446807,8.60641700307,-1.6733587566231929,-16.337431063009248,6.850424543715167e-36,3.6052537623117804e-34,True,Downregulated,MYO1C,myosin IC,MYO1C
226657_at,5.473934128404256,7.1466479432000005,-1.6727138147957445,-15.244928156933359,2.2116301471224675e-31,7.601695314149986e-30,True,Downregulated,NATD1,N-acetyltransferase domain containing 1,NATD1
228325_at,7.793170456787233,9.46484410283,-1.671673646042767,-12.476747663450865,1.7871586813819457e-25,3.685740676258027e-24,True,Downregulated,SPIDR,scaffolding protein involved in DNA repair,SPIDR
220116_at,4.2854533415,5.95638776607,-1.6709344245699995,-10.492484994516735,1.1994829877072729e-20,1.6238457582890354e-19,True,Downregulated,KCNN2,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2",KCNN2
210039_s_at,4.55082700118085,6.221353581880001,-1.6705265806991507,-13.330961287605149,1.7245720464885583e-27,4.2258693436188425e-26,True,Downregulated,PRKCQ,"protein kinase C, theta",PRKCQ
204661_at,10.591180691723403,12.2602454347,-1.6690647429765963,-12.089783153425373,4.866880814477758e-24,8.784399711148908e-23,True,Downregulated,CD52,CD52 molecule,CD52
227721_at,4.341699939585106,6.010329895679999,-1.6686299560948932,-10.541107381204807,1.856186946084043e-19,2.2592638850888516e-18,True,Downregulated,CPAMD8,"C3 and PZP-like, alpha-2-macroglobulin domain containing 8",CPAMD8
243681_at,4.415043445553191,6.082706823409999,-1.6676633778568082,-9.663265319228058,1.4628132712946586e-17,1.4957960952443824e-16,True,Downregulated,SHANK2,SH3 and multiple ankyrin repeat domains 2,SHANK2
201328_at,9.726893456223404,11.39443756786,-1.6675441116365963,-14.576915602738863,1.174624461475227e-29,3.4809008972400306e-28,True,Downregulated,ETS2,v-ets avian erythroblastosis virus E26 oncogene homolog 2,ETS2
220088_at,8.201490172531914,9.86806472193,-1.6665745493980868,-11.372513943284728,2.8111375826697735e-22,4.391514551887204e-21,True,Downregulated,C5AR1,complement component 5a receptor 1,C5AR1
225582_at,7.17479249093617,8.84114207324,-1.6663495823038303,-15.079182485936899,2.550201209358543e-32,9.47272943691703e-31,True,Downregulated,ITPRIP,"inositol 1,4,5-trisphosphate receptor interacting protein",ITPRIP
211000_s_at,7.86834632544681,9.534552250720001,-1.6662059252731911,-13.720473461639632,2.7056057531976803e-30,8.460680874505258e-29,True,Downregulated,IL6ST,interleukin 6 signal transducer,IL6ST
202149_at,11.003259740882976,12.668462255100003,-1.665202514217027,-13.877714117219096,1.7414874028578516e-27,4.2614941515064793e-26,True,Downregulated,NEDD9,"neural precursor cell expressed, developmentally down-regulated 9",NEDD9
205116_at,6.679526136819147,8.34202711086,-1.662500974040853,-12.458580711644757,1.489561399553876e-23,2.5852710369927323e-22,True,Downregulated,LAMA2,"laminin, alpha 2",LAMA2
201621_at,9.059659877553193,10.7219467823,-1.6622869047468072,-10.937455249346465,8.297781873994943e-20,1.0396098203463591e-18,True,Downregulated,NBL1,"neuroblastoma 1, DAN family BMP antagonist",NBL1
200762_at,11.914828433723402,13.575342643199999,-1.660514209476597,-21.177733749023574,5.129326665328832e-43,5.104357766958641e-41,True,Downregulated,DPYSL2,dihydropyrimidinase-like 2,DPYSL2
209815_at,7.597043557297875,9.25708974115,-1.6600461838521259,-12.585526582053811,3.9443700215926396e-25,7.822709660080447e-24,True,Downregulated,PTCH1,patched 1,PTCH1
225020_at,6.150120598148937,7.810019722349998,-1.6598991242010612,-19.926769043459927,1.329219815664605e-47,2.1341318509055655e-45,True,Downregulated,DAB2IP,DAB2 interacting protein,DAB2IP
226198_at,5.832134059861704,7.49140049963,-1.6592664397682961,-19.49125380539443,8.27870506128019e-45,1.0059910464600843e-42,True,Downregulated,TOM1L2,target of myb1-like 2 (chicken),TOM1L2
203060_s_at,11.169127000595743,12.828101988999997,-1.6589749884042533,-18.117577249139472,3.7460067875308446e-37,2.2461841814284727e-35,True,Downregulated,PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2,PAPSS2
200911_s_at,10.61188913325532,12.2707414976,-1.6588523643446802,-21.330775183117392,1.5538545477014172e-42,1.456021266597011e-40,True,Downregulated,TACC1,"transforming, acidic coiled-coil containing protein 1",TACC1
219247_s_at,5.832023310904254,7.490702280500001,-1.658678969595747,-16.752376793789864,1.1052796594763278e-35,5.683419862771871e-34,True,Downregulated,ZDHHC14,"zinc finger, DHHC-type containing 14",ZDHHC14
201719_s_at,8.296381953531915,9.95356045304,-1.6571784995080847,-18.026555020569486,1.1476229679698237e-36,6.58060223403251e-35,True,Downregulated,EPB41L2,erythrocyte membrane protein band 4.1-like 2,EPB41L2
218850_s_at,4.0558174989787235,5.7127822963899995,-1.656964797411276,-12.36890986113823,4.174151292873135e-26,9.023750057816496e-25,True,Downregulated,LIMD1,LIM domains containing 1,LIMD1
